Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
39,Male,Designer,9,Daily Life,Computer Science,Notion AI,Often,Intermediate,Desktop,Low,Moderate,Rural,Spanish,Slow,Same,Yes,6,No,2,38,63
56,Male,Student,12,Daily Life,Medicine,Other,Daily,Advanced,Mobile,Medium,Moderate,Suburban,Spanish,Medium,Same,Yes,10,No,1,25,83
46,,Freelancer,11,Entertainment,Law,Other,Daily,Beginner,Tablet,Low,Moderate,Suburban,Spanish,Medium,Same,Yes,10,No,2,22,85
26,Male,Unemployed,10,Shopping,Business,Other,Daily,Intermediate,Mobile,High,Low,Suburban,English,Fast,Decreased,Yes,4,Yes,2,23,83
22,,Designer,0,Study,Business,Bard,Often,Advanced,Tablet,High,High,Urban,English,Medium,Same,No,8,No,2,37,67
42,Female,Freelancer,9,Work,Education,Copilot,Sometimes,Advanced,Desktop,High,Moderate,Rural,English,Slow,Same,No,7,No,2,26,83
64,,Unemployed,7,Study,Art,Other,Rarely,Advanced,Tablet,High,Low,Urban,Arabic,Medium,Increased,Yes,4,Yes,2,49,67
54,,Engineer,9,Study,Computer Science,ChatGPT,Sometimes,Intermediate,Desktop,Medium,Low,Suburban,Spanish,Medium,Increased,No,8,No,3,81,63
30,Female,Researcher,6,Health,Law,Midjourney,Often,Intermediate,Laptop,Low,High,Urban,French,Medium,Increased,No,5,Yes,3,67,67
21,Male,Engineer,6,Health,Education,Bard,Daily,Advanced,Mobile,Low,Moderate,Urban,French,Slow,Increased,Yes,10,No,4,93,63
37,,Freelancer,4,Health,Art,Copilot,Rarely,Intermediate,Tablet,Low,Moderate,Rural,English,Medium,Same,No,10,No,3,73,63
23,Female,Researcher,6,Work,Art,Midjourney,Sometimes,Intermediate,Mobile,Low,Low,Suburban,French,Fast,Same,Yes,3,Yes,2,26,87
43,Female,Designer,0,Entertainment,Engineering,Notion AI,Rarely,Intermediate,Mobile,Medium,High,Urban,Spanish,Slow,Decreased,Yes,6,No,2,46,63
36,,Freelancer,3,Study,Computer Science,Copilot,Often,Intermediate,Tablet,Low,,Rural,Spanish,Medium,Increased,No,3,Yes,2,23,87
63,Male,Teacher,10,Shopping,Law,Copilot,Sometimes,Beginner,Mobile,Medium,Moderate,Urban,Spanish,Medium,Same,No,2,Yes,2,25,87
60,Male,Teacher,0,Entertainment,Art,Bard,Sometimes,Advanced,Laptop,Medium,Moderate,Urban,English,Fast,Increased,No,7,No,2,42,67
21,Female,Researcher,3,Work,Engineering,Bard,Often,Beginner,Desktop,High,High,Suburban,Arabic,Medium,Increased,No,8,No,2,45,63
39,Male,Designer,5,Work,Law,Copilot,Rarely,Advanced,Mobile,Low,Low,Urban,Arabic,Slow,Increased,No,10,No,2,32,67
62,Female,Unemployed,8,Study,Engineering,Midjourney,Daily,Intermediate,Tablet,Medium,Moderate,Suburban,Arabic,Slow,Same,Yes,2,Yes,2,30,85
52,Male,Freelancer,12,Entertainment,Law,Notion AI,Rarely,Intermediate,Laptop,Medium,Low,Rural,Spanish,Medium,Increased,Yes,8,No,2,34,63
21,Male,Unemployed,5,Study,Engineering,Midjourney,Sometimes,Advanced,Tablet,Low,Moderate,Rural,Arabic,Fast,Decreased,Yes,1,Yes,2,33,65
33,,Freelancer,8,,Education,Midjourney,Daily,Intermediate,Mobile,Medium,High,Urban,French,Fast,Decreased,Yes,3,Yes,2,24,87
43,Male,Teacher,10,Shopping,Engineering,ChatGPT,Often,Beginner,Tablet,High,Low,Urban,English,Medium,Same,,1,Yes,2,38,63
42,Female,Freelancer,1,Shopping,Engineering,Bard,Often,Beginner,Desktop,High,Low,Urban,English,Slow,Same,Yes,3,Yes,2,40,63
50,Female,Designer,1,Health,Medicine,Midjourney,Sometimes,Advanced,Tablet,High,High,Rural,French,Medium,Decreased,No,2,Yes,3,71,67
52,Female,Doctor,11,Work,Law,Midjourney,Daily,Advanced,Laptop,Low,High,Rural,Spanish,Slow,Decreased,No,10,No,3,41,80
37,Male,Doctor,4,Health,Engineering,ChatGPT,Rarely,Beginner,Laptop,Medium,Low,Urban,Arabic,Medium,Increased,Yes,6,No,4,71,70
29,,Designer,1,Work,Engineering,Bard,Sometimes,Advanced,Mobile,High,High,Urban,Arabic,Slow,Decreased,No,9,No,2,45,67
52,Male,Doctor,12,Study,Engineering,ChatGPT,Often,Advanced,Desktop,Low,Moderate,Urban,Arabic,Fast,Same,No,4,Yes,3,49,78
22,Female,Researcher,10,Health,Law,Copilot,Daily,Beginner,Laptop,High,High,Suburban,Arabic,Slow,Increased,No,9,No,3,43,77
32,Male,Freelancer,0,Daily Life,Law,Other,Rarely,Beginner,Desktop,Medium,High,Suburban,English,Fast,Increased,Yes,3,Yes,2,34,67
61,,Teacher,9,Entertainment,Art,Copilot,Sometimes,Advanced,Mobile,Low,Low,Rural,Arabic,Medium,Decreased,No,2,Yes,2,22,85
60,Male,Freelancer,7,Work,Computer Science,Copilot,Often,Advanced,Tablet,Medium,Low,Suburban,Spanish,Medium,Decreased,Yes,3,Yes,2,22,83
107,,Designer,0,Health,Engineering,Copilot,Often,Advanced,Mobile,Low,High,Urban,French,Slow,Same,Yes,7,No,3,69,61
18,Male,Engineer,5,Study,Education,Other,Sometimes,,Desktop,Low,High,Urban,English,Slow,Same,No,9,No,3,55,83
61,Female,Freelancer,8,Entertainment,Computer Science,,Daily,Beginner,Tablet,Medium,Low,Rural,Spanish,Fast,Increased,Yes,4,Yes,2,28,87
52,Female,Freelancer,4,Health,Business,Notion AI,Rarely,Intermediate,Desktop,High,Moderate,Urban,Arabic,Slow,Same,No,3,Yes,3,48,78
31,,Engineer,12,Entertainment,Business,ChatGPT,Sometimes,Beginner,Mobile,High,Low,Rural,English,Fast,Same,Yes,8,No,3,78,67
27,Male,Freelancer,2,Study,Law,Notion AI,Rarely,Advanced,Mobile,Low,High,Suburban,French,Fast,Increased,Yes,8,No,2,38,63
41,Male,Designer,9,Entertainment,Art,ChatGPT,Sometimes,Advanced,Mobile,High,High,Suburban,English,Medium,Decreased,Yes,9,No,2,36,67
58,Male,Freelancer,4,Health,Art,Notion AI,Sometimes,Advanced,Mobile,High,High,Suburban,English,Medium,Same,Yes,2,Yes,3,43,78
55,Male,Freelancer,10,Work,,Bard,Often,Intermediate,Desktop,High,Moderate,Rural,English,Fast,Same,Yes,9,No,2,22,85
55,Male,Unemployed,8,Shopping,Medicine,Copilot,Daily,Beginner,Desktop,Low,High,Suburban,French,Fast,Increased,No,8,No,2,23,85
43,Female,Doctor,5,Work,Engineering,Bard,Rarely,Advanced,Tablet,High,Moderate,Urban,Spanish,Medium,Same,No,6,No,3,48,77
47,Female,Designer,3,Work,Business,Midjourney,Sometimes,Intermediate,Laptop,Medium,Low,Urban,Arabic,Medium,Same,Yes,3,Yes,2,26,85
35,Female,Designer,10,Health,Art,Notion AI,Often,Beginner,Mobile,Low,Low,Suburban,Spanish,Slow,Increased,Yes,10,No,3,73,61
59,Male,Freelancer,11,Shopping,Education,ChatGPT,Sometimes,,Mobile,High,Low,Urban,French,Medium,Decreased,Yes,4,Yes,2,35,65
129,Female,Researcher,0,Health,Art,Other,Daily,Intermediate,Desktop,Medium,High,Urban,French,Medium,Increased,Yes,4,Yes,3,40,83
58,Male,Designer,6,Entertainment,Computer Science,Notion AI,Rarely,Intermediate,Mobile,Low,Low,Suburban,Spanish,Slow,Decreased,Yes,7,No,2,48,65
39,Female,Researcher,7,Study,Medicine,Midjourney,Daily,Intermediate,Desktop,High,Moderate,Suburban,Spanish,Fast,Same,No,1,Yes,2,25,83
25,Male,Student,5,Shopping,Law,Notion AI,Often,Advanced,Tablet,Low,High,Urban,English,Slow,Same,Yes,1,Yes,2,46,67
34,Male,Teacher,12,Entertainment,Art,Other,Rarely,Beginner,Desktop,High,Moderate,Urban,Spanish,Medium,Decreased,No,1,Yes,2,21,85
33,,Freelancer,0,Work,Medicine,Notion AI,Daily,Advanced,Laptop,Medium,Low,Urban,Spanish,Fast,Decreased,Yes,7,No,2,50,67
58,,Researcher,11,Daily Life,Medicine,ChatGPT,Rarely,Intermediate,Laptop,Medium,Low,Rural,Arabic,Fast,Increased,Yes,6,No,2,24,85
44,Male,Designer,11,Shopping,Education,Other,Sometimes,Advanced,Mobile,Low,High,Urban,Spanish,Fast,Increased,No,9,No,2,33,67
24,Male,Unemployed,4,Work,Business,Notion AI,Daily,Advanced,Tablet,Medium,High,Suburban,English,Fast,Increased,Yes,8,No,2,32,65
63,Female,Teacher,2,Entertainment,Law,Bard,Often,Beginner,Mobile,Low,Moderate,Rural,Arabic,Medium,Same,No,1,Yes,2,49,63
46,Female,Researcher,11,Health,Law,Midjourney,Often,Intermediate,Laptop,High,Low,Urban,Arabic,Fast,Increased,No,6,No,3,64,65
49,Male,Teacher,1,Health,Art,Midjourney,Daily,Beginner,Laptop,High,High,Suburban,Arabic,,Decreased,Yes,5,Yes,3,77,61
18,,Designer,5,Study,Art,Other,Rarely,Intermediate,Laptop,High,High,Rural,English,Slow,Same,No,9,No,2,43,65
18,Male,Freelancer,12,Shopping,Computer Science,Other,Rarely,Advanced,Laptop,Low,Low,Suburban,French,Slow,Decreased,No,4,Yes,2,20,85
33,Female,Designer,4,,Law,,Often,Advanced,Mobile,High,Moderate,Suburban,English,,Decreased,No,10,No,2,47,65
39,Male,Student,9,Entertainment,Art,Other,Sometimes,Intermediate,Desktop,Medium,High,Urban,Spanish,Slow,Increased,Yes,9,No,2,24,87
42,Male,Teacher,3,Work,Business,Copilot,Rarely,Intermediate,Desktop,Medium,Moderate,Rural,English,Slow,Same,No,6,No,2,44,65
24,Male,Researcher,5,Entertainment,Computer Science,Copilot,Often,Beginner,Mobile,Low,Low,Rural,Arabic,Medium,Decreased,Yes,2,Yes,2,42,63
35,,Researcher,8,Daily Life,Art,Other,Sometimes,Intermediate,Desktop,Medium,Moderate,Rural,Spanish,Slow,Same,No,5,Yes,2,26,83
41,Female,Student,9,Study,Business,Bard,Rarely,Intermediate,Desktop,Medium,Moderate,Rural,Arabic,Medium,Increased,Yes,10,No,2,29,85
62,Female,Student,7,Work,Law,ChatGPT,,Intermediate,Tablet,High,Low,Rural,English,Medium,Increased,Yes,9,No,2,24,87
28,,Freelancer,6,Entertainment,Business,Copilot,Often,Intermediate,Desktop,Medium,Moderate,Rural,French,Medium,Same,No,5,Yes,2,45,63
56,Male,Doctor,0,Daily Life,Education,Copilot,Daily,Intermediate,Tablet,Low,High,Rural,English,Medium,Same,No,8,No,2,36,65
24,,Freelancer,7,Daily Life,Engineering,Other,Sometimes,Beginner,,Medium,High,Rural,Arabic,Medium,Same,No,3,Yes,2,47,65
58,Female,Freelancer,5,Entertainment,Art,Other,Rarely,Intermediate,Tablet,Low,High,Urban,Arabic,Fast,Decreased,No,4,Yes,2,37,63
22,Male,Doctor,2,Shopping,Business,Notion AI,Often,Advanced,Mobile,Medium,Low,Rural,Arabic,Medium,Same,,2,Yes,3,84,63
57,,Freelancer,4,Study,Business,Notion AI,Rarely,Advanced,Mobile,Low,Low,Suburban,English,Slow,Increased,No,9,No,2,33,65
21,Female,Doctor,0,Entertainment,Education,Other,Sometimes,,Laptop,Medium,Low,Rural,French,Slow,Decreased,Yes,10,No,3,79,63
25,,Teacher,7,Daily Life,Education,Midjourney,Daily,Intermediate,Mobile,Medium,High,Rural,English,Fast,Same,Yes,6,No,2,42,67
20,,Engineer,2,Shopping,Business,Midjourney,Often,Beginner,Mobile,Low,Moderate,Rural,English,Medium,Increased,No,8,No,3,56,78
50,,Teacher,1,Study,Education,ChatGPT,Sometimes,Advanced,Desktop,Medium,Low,Rural,Arabic,Slow,Decreased,Yes,8,No,2,25,85
45,Male,Engineer,1,Shopping,Business,Copilot,Often,Advanced,Tablet,Medium,Low,Rural,French,Fast,Same,No,7,No,3,53,83
18,Female,Engineer,12,Entertainment,Business,Midjourney,Sometimes,Advanced,Laptop,Low,Low,Urban,Spanish,Medium,Same,Yes,3,Yes,3,63,61
28,Male,Freelancer,1,Daily Life,Law,Bard,Often,Advanced,Tablet,Low,High,Suburban,French,Slow,Decreased,No,9,No,2,44,65
44,,Researcher,11,Study,Medicine,Other,Daily,Intermediate,Desktop,Low,,Urban,French,Slow,Increased,No,4,Yes,2,38,65
51,Female,Doctor,2,Shopping,Law,,Rarely,Intermediate,Tablet,Low,High,Rural,French,Medium,Increased,No,4,Yes,3,59,80
63,Female,Designer,7,Shopping,Business,Copilot,Often,Advanced,,Low,High,Rural,English,Medium,Same,No,5,Yes,2,47,67
59,,Designer,0,Work,Law,ChatGPT,Rarely,Advanced,Tablet,Low,Moderate,Suburban,French,Slow,Same,No,7,No,2,48,65
42,Female,Engineer,6,Study,Business,Copilot,Rarely,Advanced,,Low,Low,Urban,French,Medium,Increased,Yes,1,Yes,3,80,63
62,,Designer,2,Daily Life,Education,Other,Sometimes,Advanced,Laptop,Medium,High,Urban,French,Slow,Increased,No,6,No,2,32,65
21,Female,Student,2,Study,Law,ChatGPT,Sometimes,Advanced,Desktop,High,Moderate,Suburban,English,Fast,Same,No,9,No,2,35,67
43,,Unemployed,12,Shopping,Engineering,Other,Often,Intermediate,Mobile,Low,Low,Urban,Spanish,Medium,Decreased,No,3,Yes,2,34,63
27,Female,Teacher,6,Health,Computer Science,Midjourney,Often,Intermediate,Tablet,Low,High,Urban,Spanish,Medium,Same,Yes,9,No,3,45,80
55,,Teacher,5,Shopping,Computer Science,Copilot,Often,Intermediate,Tablet,Low,High,Urban,Arabic,Medium,Decreased,No,8,No,2,41,67
59,,Researcher,0,Work,Computer Science,ChatGPT,Daily,Advanced,Desktop,Medium,Moderate,Rural,Arabic,Fast,Decreased,Yes,1,Yes,2,36,65
48,,Freelancer,12,Shopping,Art,Bard,Often,Beginner,Mobile,High,Low,Rural,English,Fast,Increased,Yes,1,Yes,2,20,87
45,Female,Researcher,9,Study,Medicine,Midjourney,Sometimes,Beginner,Tablet,Low,Moderate,Urban,English,Slow,Increased,Yes,6,No,2,47,63
39,Male,Doctor,9,Shopping,Business,Other,Rarely,Advanced,Tablet,Low,Low,Suburban,English,Fast,Same,No,10,No,3,84,63
31,Male,Engineer,2,Daily Life,Medicine,Midjourney,Rarely,Beginner,Desktop,Low,Moderate,Suburban,Spanish,Fast,Decreased,Yes,10,No,2,42,63
54,Female,Designer,12,Study,Education,Other,Often,Advanced,Tablet,Medium,High,Suburban,French,Fast,Increased,Yes,6,No,2,35,65
63,,Researcher,10,Daily Life,Engineering,Bard,Often,Beginner,Desktop,High,Moderate,Rural,Arabic,Fast,Increased,Yes,5,Yes,2,49,63
23,Female,Researcher,3,Daily Life,Law,,Often,,Mobile,Medium,High,Urban,English,Fast,Increased,Yes,6,No,2,31,67
61,Male,Engineer,3,Health,Medicine,Copilot,Sometimes,Intermediate,Laptop,Low,Moderate,Urban,Spanish,Medium,Increased,No,3,Yes,4,72,70
35,Male,Teacher,10,Daily Life,Law,Midjourney,Sometimes,Beginner,Mobile,Medium,High,Urban,French,Medium,Increased,Yes,4,Yes,2,48,67
23,Female,Unemployed,1,Shopping,Medicine,Bard,Daily,Beginner,Tablet,Low,High,Rural,Arabic,Slow,Same,Yes,6,No,2,38,63
60,Male,Freelancer,9,Daily Life,Law,Bard,Rarely,Beginner,Desktop,Medium,Moderate,Urban,French,Medium,Increased,No,1,Yes,2,20,85
60,Female,Doctor,6,Shopping,Education,Midjourney,Rarely,Intermediate,Laptop,Medium,Low,Urban,Arabic,Fast,Decreased,No,8,No,3,70,63
19,Female,Unemployed,8,Work,Medicine,Bard,Often,Intermediate,Mobile,Medium,Moderate,Rural,Spanish,Medium,Increased,Yes,10,No,2,34,67
36,Male,Doctor,10,Entertainment,Computer Science,Midjourney,Rarely,Intermediate,Tablet,Medium,Low,Urban,Arabic,Medium,Same,No,3,Yes,3,67,65
25,,Unemployed,8,Health,Art,Copilot,Rarely,Beginner,Laptop,High,Moderate,Urban,English,Slow,Same,Yes,1,Yes,2,21,85
29,Male,Researcher,12,Entertainment,Art,Notion AI,Often,Intermediate,Laptop,High,Low,Urban,Spanish,Medium,Decreased,Yes,6,No,2,24,85
28,,Unemployed,1,Work,Engineering,Notion AI,Often,Beginner,Laptop,Medium,Low,Urban,French,Fast,Same,No,4,Yes,2,38,63
64,Male,Designer,11,Work,Business,Other,Rarely,Advanced,Mobile,High,,Suburban,English,Fast,Decreased,No,9,No,2,37,63
26,Female,Doctor,8,Health,Business,Bard,Rarely,Advanced,Desktop,Low,Moderate,Rural,English,Fast,Decreased,Yes,3,Yes,4,87,77
35,,Teacher,8,Study,Business,Bard,Sometimes,Intermediate,Mobile,Low,Moderate,Urban,Spanish,Slow,Increased,No,10,No,2,29,83
52,,Doctor,3,Work,Law,Notion AI,Often,Advanced,Laptop,Medium,High,Urban,English,Medium,Same,No,10,No,3,64,63
34,Female,Researcher,0,Shopping,Engineering,ChatGPT,Often,Advanced,Mobile,Medium,Low,Rural,Spanish,Fast,Same,No,4,Yes,2,50,65
33,Male,Doctor,4,Health,Art,Midjourney,Rarely,Beginner,Laptop,Medium,Low,Suburban,English,Fast,Same,No,8,No,4,80,77
63,,Student,2,Entertainment,Education,Bard,Rarely,Beginner,Tablet,High,Low,Rural,Spanish,Slow,Same,No,4,Yes,2,26,87
60,,Unemployed,8,Health,Medicine,Midjourney,Often,Beginner,Desktop,Medium,High,Urban,Arabic,Medium,Decreased,No,6,No,2,37,63
61,Female,Researcher,1,Shopping,Medicine,Bard,Sometimes,Advanced,Tablet,High,Low,Rural,Arabic,Slow,Decreased,No,8,No,2,45,63
55,Male,Unemployed,9,Study,Business,Notion AI,Sometimes,Intermediate,Tablet,Low,Low,Rural,Spanish,Fast,Decreased,Yes,5,Yes,2,47,65
42,Female,Doctor,7,Entertainment,,Midjourney,Rarely,Beginner,Mobile,High,High,Urban,French,Fast,Same,Yes,5,Yes,3,89,61
20,,Doctor,2,Health,Law,Copilot,Daily,Intermediate,Laptop,High,High,Suburban,Spanish,Medium,Same,No,8,No,4,82,70
33,Male,Student,4,Daily Life,Computer Science,Notion AI,Daily,Advanced,Mobile,High,Low,Suburban,Arabic,Slow,Decreased,Yes,5,Yes,1,19,83
19,Female,Student,8,Shopping,Medicine,Other,Often,Beginner,Desktop,Medium,High,Suburban,Spanish,Slow,Increased,No,4,Yes,2,50,63
27,Male,Teacher,10,Entertainment,Engineering,Notion AI,Daily,Beginner,Desktop,High,Moderate,Rural,English,Slow,Same,Yes,4,Yes,2,48,67
24,Female,Teacher,11,Work,Law,ChatGPT,Sometimes,Advanced,Tablet,High,Moderate,Suburban,English,Slow,Decreased,Yes,10,No,2,48,63
61,Male,Engineer,8,Entertainment,Art,Notion AI,Daily,Advanced,Tablet,High,Moderate,Urban,French,Medium,Decreased,No,10,No,3,90,65
25,Female,Unemployed,5,Daily Life,Law,Copilot,Daily,Advanced,Tablet,High,High,Suburban,Arabic,Medium,Decreased,No,4,Yes,1,20,83
23,Female,Teacher,3,Health,Education,Notion AI,Sometimes,Advanced,Laptop,Low,High,Rural,Arabic,Medium,Decreased,No,9,No,3,75,65
40,Male,Doctor,10,Shopping,Medicine,Copilot,Sometimes,Beginner,Desktop,Medium,Moderate,Rural,English,Fast,Increased,Yes,4,Yes,3,65,61
25,Male,Doctor,0,Study,Medicine,Copilot,Sometimes,Intermediate,Tablet,Low,Low,Suburban,Spanish,Fast,Decreased,No,7,No,3,47,77
64,,Student,6,Daily Life,Engineering,ChatGPT,Daily,,Mobile,High,Moderate,Rural,English,Fast,Same,Yes,8,No,1,23,85
48,Female,Unemployed,7,Work,Engineering,Bard,Sometimes,Advanced,Tablet,High,Moderate,Rural,Spanish,Fast,Increased,Yes,7,No,2,45,67
25,Male,Unemployed,8,Health,,ChatGPT,Rarely,Advanced,Laptop,Medium,High,Suburban,Spanish,Medium,Same,Yes,10,No,2,44,65
53,,Doctor,6,Study,Computer Science,ChatGPT,Daily,Beginner,Tablet,Low,Low,Suburban,English,Medium,Increased,Yes,1,Yes,3,63,67
56,,Freelancer,7,Shopping,Computer Science,Copilot,Rarely,,Tablet,High,High,Suburban,French,Fast,Decreased,No,10,No,2,47,63
52,Male,Engineer,12,Health,Business,ChatGPT,Sometimes,Advanced,Mobile,Medium,Low,Urban,Spanish,Medium,Decreased,No,1,Yes,4,83,77
52,Male,Engineer,3,Daily Life,Computer Science,Other,Often,Intermediate,Mobile,Medium,Low,Suburban,Arabic,Medium,Decreased,Yes,2,Yes,2,48,67
42,Male,Doctor,8,Health,Computer Science,Notion AI,Rarely,Intermediate,Desktop,Low,Moderate,Suburban,Arabic,Medium,Decreased,No,8,No,4,105,57
60,,Teacher,9,Daily Life,Law,Bard,Sometimes,Beginner,Laptop,High,High,Urban,Arabic,Medium,Same,Yes,8,No,2,36,67
49,Female,Researcher,2,Entertainment,Engineering,Notion AI,Rarely,Advanced,Laptop,High,Low,Rural,English,Fast,Same,Yes,2,Yes,2,26,83
61,Male,Unemployed,12,Work,Business,Bard,Daily,Beginner,Desktop,High,High,Urban,Spanish,Medium,Decreased,No,9,No,2,43,63
36,,Freelancer,12,Work,Business,Other,Rarely,Intermediate,Laptop,Medium,Moderate,Suburban,English,Medium,Same,No,7,No,2,31,63
26,Male,Unemployed,8,Entertainment,Business,Bard,Daily,Beginner,Mobile,Medium,Moderate,Rural,English,Fast,Same,Yes,9,No,2,46,65
47,Female,Unemployed,6,Shopping,Education,,Sometimes,Intermediate,Mobile,High,Low,Suburban,Arabic,Slow,Increased,,2,Yes,2,48,65
36,Male,Designer,6,Study,Engineering,ChatGPT,Daily,Advanced,Desktop,Low,Moderate,Suburban,English,Medium,Same,Yes,8,No,2,45,67
31,Male,Researcher,5,Shopping,Computer Science,Notion AI,Rarely,Beginner,Laptop,High,Moderate,Urban,English,Slow,Decreased,No,7,No,2,44,65
48,Male,Teacher,10,Study,Art,Notion AI,Rarely,Advanced,Mobile,Medium,Low,Urban,English,Fast,Decreased,No,4,Yes,2,22,87
41,Male,Teacher,1,Study,Art,Midjourney,Rarely,Intermediate,Tablet,High,High,Urban,French,Slow,Same,Yes,7,No,2,49,65
34,,Student,7,Study,Education,Bard,Daily,Beginner,Desktop,Low,Low,Urban,French,Slow,Decreased,Yes,2,Yes,2,24,87
59,Female,Designer,10,Daily Life,Engineering,ChatGPT,Daily,Intermediate,Tablet,High,Low,Urban,French,Fast,Same,Yes,9,No,2,47,65
18,Male,Doctor,7,Work,Education,Notion AI,Often,Intermediate,Desktop,High,Low,Suburban,English,Medium,Increased,No,8,No,3,77,63
45,Female,Designer,9,Shopping,Art,Notion AI,Daily,Beginner,Mobile,Medium,Low,Urban,Spanish,Slow,Same,No,5,Yes,2,26,87
18,Female,Freelancer,9,Health,Medicine,Bard,Sometimes,,Desktop,Medium,Moderate,Rural,English,Medium,Same,No,9,No,3,53,80
48,Female,Researcher,9,Entertainment,Engineering,Notion AI,Rarely,Beginner,Desktop,High,Low,Urban,English,Medium,Increased,Yes,3,Yes,2,39,65
44,Female,Doctor,7,Study,Law,Bard,Rarely,Intermediate,Desktop,Medium,Moderate,Urban,Arabic,Fast,Increased,Yes,3,Yes,3,68,61
42,,Doctor,8,Entertainment,Computer Science,Midjourney,Often,Beginner,Desktop,Medium,,Rural,English,Medium,Increased,Yes,10,No,3,54,80
44,Female,Researcher,7,Entertainment,Art,Midjourney,Daily,,Mobile,Medium,Low,Urban,English,Fast,Same,No,8,No,2,43,67
28,,Unemployed,0,Work,Business,Copilot,Sometimes,Beginner,Desktop,High,Low,Rural,French,Slow,Increased,Yes,7,No,2,42,63
21,,Freelancer,0,Daily Life,Business,Midjourney,Often,Beginner,Laptop,High,Low,Rural,English,Slow,Same,No,3,Yes,2,43,65
39,,Doctor,6,Entertainment,,ChatGPT,Daily,Advanced,Desktop,Low,Moderate,Rural,English,Slow,Same,No,5,Yes,3,53,80
63,,Researcher,8,Health,,Midjourney,Rarely,Intermediate,Desktop,High,Low,Rural,Arabic,Fast,Same,No,7,No,3,74,67
24,Female,Student,5,Study,Computer Science,ChatGPT,Daily,Beginner,Mobile,Low,High,Rural,Arabic,Slow,Decreased,No,3,Yes,2,22,83
31,Female,Researcher,4,Shopping,Education,Midjourney,Rarely,Beginner,Desktop,Low,High,Urban,Arabic,Fast,Decreased,Yes,10,No,2,43,67
48,,Unemployed,7,Study,,Notion AI,Often,Advanced,Tablet,Medium,High,Urban,Arabic,Fast,Increased,No,2,Yes,2,49,65
63,Male,Designer,1,Daily Life,Education,Other,Rarely,Intermediate,Mobile,High,Low,Urban,French,Slow,Decreased,Yes,4,Yes,2,28,87
41,,Researcher,5,Shopping,Computer Science,Copilot,Daily,Beginner,Mobile,High,Low,Suburban,French,Medium,Decreased,No,3,Yes,2,35,63
19,Male,Designer,1,Work,Business,Midjourney,Sometimes,Advanced,Laptop,High,High,Suburban,Arabic,Slow,Same,No,3,Yes,2,38,65
21,Female,Student,1,Health,Art,Other,Often,Beginner,Mobile,Low,Low,Suburban,Arabic,Fast,Increased,No,6,No,2,43,63
34,Female,Teacher,7,Health,Medicine,Notion AI,Daily,Intermediate,Laptop,Medium,Low,Urban,Spanish,Medium,Increased,No,6,No,3,76,61
28,Male,Engineer,11,Daily Life,Education,Copilot,Sometimes,Advanced,Laptop,High,Low,Urban,French,Fast,Same,Yes,9,No,2,48,65
50,Male,Unemployed,3,Work,Education,Copilot,Daily,Intermediate,Laptop,Low,Moderate,Rural,Arabic,Fast,Same,Yes,8,No,2,50,63
27,,Designer,4,Daily Life,Business,Midjourney,Rarely,Advanced,Desktop,Medium,Moderate,Suburban,English,Medium,Same,No,2,Yes,2,50,67
48,,Designer,6,Work,Medicine,Other,Rarely,Advanced,Tablet,Medium,High,Suburban,French,Fast,Decreased,No,5,Yes,2,49,67
55,Male,Unemployed,6,Entertainment,Art,ChatGPT,Daily,Beginner,Mobile,High,Moderate,Suburban,Arabic,Fast,Decreased,Yes,8,No,2,29,85
